country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Quebec,,,CA-QC,,2020-03-21,-54,-15,-14,-52,-32,15
CA,Canada,Quebec,,,CA-QC,,2020-03-22,-53,-20,-8,-56,-32,11
CA,Canada,Quebec,,,CA-QC,,2020-03-23,-44,-13,-41,-66,-49,19
CA,Canada,Quebec,,,CA-QC,,2020-03-24,-51,-18,-17,-67,-55,22
CA,Canada,Quebec,,,CA-QC,,2020-03-25,-60,-25,-19,-71,-64,26
CA,Canada,Quebec,,,CA-QC,,2020-03-26,-61,-22,-32,-73,-65,28
CA,Canada,Quebec,,,CA-QC,,2020-03-27,-63,-26,-14,-70,-64,28
CA,Canada,Quebec,,,CA-QC,,2020-03-28,-65,-31,-19,-64,-47,18
CA,Canada,Quebec,,,CA-QC,,2020-03-29,-70,-44,-68,-75,-45,15
CA,Canada,Quebec,,,CA-QC,,2020-03-30,-60,-34,-51,-76,-66,26
CA,Canada,Quebec,,,CA-QC,,2020-03-31,-55,-23,0,-72,-66,26
CA,Canada,Quebec,,,CA-QC,,2020-04-01,-57,-25,-32,-73,-67,27
CA,Canada,Quebec,,,CA-QC,,2020-04-02,-61,-28,-51,-76,-67,29
CA,Canada,Quebec,,,CA-QC,,2020-04-03,-64,-29,-51,-75,-66,30
CA,Canada,Quebec,,,CA-QC,,2020-04-04,-62,-28,-3,-63,-48,18
CA,Canada,Quebec,,,CA-QC,,2020-04-05,-84,-78,-42,-75,-52,16
CA,Canada,Quebec,,,CA-QC,,2020-04-06,-51,-20,4,-72,-66,25
CA,Canada,Quebec,,,CA-QC,,2020-04-07,-57,-23,3,-72,-67,26
CA,Canada,Quebec,,,CA-QC,,2020-04-08,-58,-24,-20,-73,-67,27
CA,Canada,Quebec,,,CA-QC,,2020-04-09,-60,-22,-57,-77,-68,29
CA,Canada,Quebec,,,CA-QC,,2020-04-10,-65,-27,-52,-78,-77,33
CA,Canada,Quebec,,,CA-QC,,2020-04-11,-64,-27,-38,-67,-49,19
CA,Canada,Quebec,,,CA-QC,,2020-04-12,-82,-75,1,-68,-54,15
CA,Canada,Quebec,,,CA-QC,,2020-04-13,-65,-42,-62,-81,-79,30
CA,Canada,Quebec,,,CA-QC,,2020-04-14,-54,-22,-23,-73,-66,27
CA,Canada,Quebec,,,CA-QC,,2020-04-15,-55,-24,-29,-73,-65,27
CA,Canada,Quebec,,,CA-QC,,2020-04-16,-56,-24,-26,-73,-65,28
CA,Canada,Quebec,,,CA-QC,,2020-04-17,-59,-28,-37,-72,-64,30
CA,Canada,Quebec,,,CA-QC,,2020-04-18,-59,-29,2,-59,-41,17
CA,Canada,Quebec,,,CA-QC,,2020-04-19,-82,-78,-42,-74,-48,16
CA,Canada,Quebec,,,CA-QC,,2020-04-20,-45,-17,19,-68,-61,23
CA,Canada,Quebec,,,CA-QC,,2020-04-21,-54,-29,-43,-74,-62,26
CA,Canada,Quebec,,,CA-QC,,2020-04-22,-57,-31,-49,-74,-62,27
CA,Canada,Quebec,,,CA-QC,,2020-04-23,-53,-23,-3,-70,-61,26
CA,Canada,Quebec,,,CA-QC,,2020-04-24,-56,-27,-4,-68,-60,27
CA,Canada,Quebec,,,CA-QC,,2020-04-25,-54,-24,41,-53,-38,16
CA,Canada,Quebec,,,CA-QC,,2020-04-26,-78,-74,-4,-68,-44,14
CA,Canada,Quebec,,,CA-QC,,2020-04-27,-44,-19,-9,-70,-59,23
CA,Canada,Quebec,,,CA-QC,,2020-04-28,-45,-20,36,-66,-59,18
CA,Canada,Quebec,,,CA-QC,,2020-04-29,-47,-22,39,-66,-59,23
CA,Canada,Quebec,,,CA-QC,,2020-04-30,-56,-26,-43,-73,-60,26
CA,Canada,Quebec,,,CA-QC,,2020-05-01,-55,-22,-16,-66,-58,26
CA,Canada,Quebec,,,CA-QC,,2020-05-02,-50,-19,69,-47,-34,14
CA,Canada,Quebec,,,CA-QC,,2020-05-03,-74,-69,40,-62,-39,13
CA,Canada,Quebec,,,CA-QC,,2020-05-04,-39,-13,-9,-67,-54,21
CA,Canada,Quebec,,,CA-QC,,2020-05-05,-43,-15,12,-66,-55,22
CA,Canada,Quebec,,,CA-QC,,2020-05-06,-42,-15,50,-62,-54,21
CA,Canada,Quebec,,,CA-QC,,2020-05-07,-43,-15,40,-64,-54,22
CA,Canada,Quebec,,,CA-QC,,2020-05-08,-49,-18,-13,-65,-53,24
CA,Canada,Quebec,,,CA-QC,,2020-05-09,-47,-9,-22,-57,-31,15
CA,Canada,Quebec,,,CA-QC,,2020-05-10,-69,-64,-1,-63,-33,12
CA,Canada,Quebec,,,CA-QC,,2020-05-11,-37,-11,28,-63,-49,19
CA,Canada,Quebec,,,CA-QC,,2020-05-12,-40,-13,30,-62,-50,20
CA,Canada,Quebec,,,CA-QC,,2020-05-13,-39,-13,60,-60,-50,20
CA,Canada,Quebec,,,CA-QC,,2020-05-14,-40,-12,81,-60,-50,18
CA,Canada,Quebec,,,CA-QC,,2020-05-15,-47,-19,-23,-65,-50,23
CA,Canada,Quebec,,,CA-QC,,2020-05-16,-41,-9,66,-46,-25,11
CA,Canada,Quebec,,,CA-QC,,2020-05-17,-64,-58,149,-50,-30,9
CA,Canada,Quebec,,,CA-QC,,2020-05-18,-27,-6,158,-65,-75,22
CA,Canada,Quebec,,,CA-QC,,2020-05-19,-30,-5,70,-59,-47,18
CA,Canada,Quebec,,,CA-QC,,2020-05-20,-29,-3,110,-56,-47,17
CA,Canada,Quebec,,,CA-QC,,2020-05-21,-32,-4,113,-56,-47,18
CA,Canada,Quebec,,,CA-QC,,2020-05-22,-37,-7,94,-54,-44,17
CA,Canada,Quebec,,,CA-QC,,2020-05-23,-37,-5,103,-42,-17,9
CA,Canada,Quebec,,,CA-QC,,2020-05-24,-42,-27,154,-44,-16,5
CA,Canada,Quebec,,,CA-QC,,2020-05-25,-22,-7,76,-56,-45,16
CA,Canada,Quebec,,,CA-QC,,2020-05-26,-26,-5,97,-55,-44,16
CA,Canada,Quebec,,,CA-QC,,2020-05-27,-28,-4,82,-55,-44,16
CA,Canada,Quebec,,,CA-QC,,2020-05-28,-30,-5,85,-55,-44,17
CA,Canada,Quebec,,,CA-QC,,2020-05-29,-36,-10,39,-55,-42,18
CA,Canada,Quebec,,,CA-QC,,2020-05-30,-35,-9,70,-40,-10,9
CA,Canada,Quebec,,,CA-QC,,2020-05-31,-36,-20,57,-45,-9,7
CA,Canada,Quebec,,,CA-QC,,2020-06-01,-22,-7,70,-53,-40,14
CA,Canada,Quebec,,,CA-QC,,2020-06-02,-27,-8,72,-54,-41,15
CA,Canada,Quebec,,,CA-QC,,2020-06-03,-29,-8,61,-54,-41,16
CA,Canada,Quebec,,,CA-QC,,2020-06-04,-26,-3,161,-49,-40,14
CA,Canada,Quebec,,,CA-QC,,2020-06-05,-31,-6,153,-47,-40,14
CA,Canada,Quebec,,,CA-QC,,2020-06-06,-33,-8,91,-40,-10,8
CA,Canada,Quebec,,,CA-QC,,2020-06-07,-26,-11,207,-30,-4,2
CA,Canada,Quebec,,,CA-QC,,2020-06-08,-18,-4,168,-50,-39,12
CA,Canada,Quebec,,,CA-QC,,2020-06-09,-22,-4,149,-51,-39,13
CA,Canada,Quebec,,,CA-QC,,2020-06-10,-23,-5,106,-52,-39,14
CA,Canada,Quebec,,,CA-QC,,2020-06-11,-24,-3,116,-52,-39,15
CA,Canada,Quebec,,,CA-QC,,2020-06-12,-29,-5,121,-48,-38,13
CA,Canada,Quebec,,,CA-QC,,2020-06-13,-30,-8,133,-36,-4,6
CA,Canada,Quebec,,,CA-QC,,2020-06-14,-22,-8,223,-33,1,1
CA,Canada,Quebec,,,CA-QC,,2020-06-15,-13,-2,193,-47,-37,11
CA,Canada,Quebec,,,CA-QC,,2020-06-16,-15,2,188,-47,-37,12
CA,Canada,Quebec,,,CA-QC,,2020-06-17,-17,2,177,-46,-38,12
CA,Canada,Quebec,,,CA-QC,,2020-06-18,-17,4,180,-47,-38,11
CA,Canada,Quebec,,,CA-QC,,2020-06-19,-22,3,167,-43,-37,9
CA,Canada,Quebec,,,CA-QC,,2020-06-20,-25,1,195,-28,-1,2
CA,Canada,Quebec,,,CA-QC,,2020-06-21,-18,-1,179,-33,6,-1
CA,Canada,Quebec,,,CA-QC,,2020-06-22,-6,2,170,-46,-40,10
CA,Canada,Quebec,,,CA-QC,,2020-06-23,-2,20,132,-45,-40,9
CA,Canada,Quebec,,,CA-QC,,2020-06-24,-51,-42,201,-59,-76,21
CA,Canada,Quebec,,,CA-QC,,2020-06-25,-8,10,157,-44,-41,11
CA,Canada,Quebec,,,CA-QC,,2020-06-26,-19,-2,157,-40,-39,10
CA,Canada,Quebec,,,CA-QC,,2020-06-27,-20,-4,130,-28,-4,4
CA,Canada,Quebec,,,CA-QC,,2020-06-28,-13,-7,122,-33,2,2
CA,Canada,Quebec,,,CA-QC,,2020-06-29,-2,1,146,-46,-41,10
CA,Canada,Quebec,,,CA-QC,,2020-06-30,5,14,174,-42,-39,8
CA,Canada,Quebec,,,CA-QC,,2020-07-01,-32,-2,293,-49,-60,13
CA,Canada,Quebec,,,CA-QC,,2020-07-02,0,9,162,-44,-41,9
CA,Canada,Quebec,,,CA-QC,,2020-07-03,-9,4,205,-40,-49,10
CA,Canada,Quebec,,,CA-QC,,2020-07-04,-17,-3,241,-22,-3,1
CA,Canada,Quebec,,,CA-QC,,2020-07-05,-5,-2,206,-26,1,-2
CA,Canada,Quebec,,,CA-QC,,2020-07-06,2,5,235,-43,-40,8
CA,Canada,Quebec,,,CA-QC,,2020-07-07,-4,4,196,-44,-40,9
CA,Canada,Quebec,,,CA-QC,,2020-07-08,-5,2,146,-45,-40,11
CA,Canada,Quebec,,,CA-QC,,2020-07-09,-8,2,187,-45,-39,10
CA,Canada,Quebec,,,CA-QC,,2020-07-10,-18,-4,160,-43,-39,9
CA,Canada,Quebec,,,CA-QC,,2020-07-11,-20,-8,79,-36,-5,5
CA,Canada,Quebec,,,CA-QC,,2020-07-12,-6,-3,163,-31,2,1
CA,Canada,Quebec,,,CA-QC,,2020-07-13,-1,1,215,-45,-40,9
CA,Canada,Quebec,,,CA-QC,,2020-07-14,-2,2,201,-45,-41,10
CA,Canada,Quebec,,,CA-QC,,2020-07-15,-3,2,215,-44,-40,9
CA,Canada,Quebec,,,CA-QC,,2020-07-16,-5,3,149,-46,-40,10
CA,Canada,Quebec,,,CA-QC,,2020-07-17,-13,0,128,-45,-40,11
CA,Canada,Quebec,,,CA-QC,,2020-07-18,-19,-4,243,-24,-2,0
CA,Canada,Quebec,,,CA-QC,,2020-07-19,-11,-6,165,-33,0,0
CA,Canada,Quebec,,,CA-QC,,2020-07-20,1,7,259,-46,-48,9
CA,Canada,Quebec,,,CA-QC,,2020-07-21,0,6,266,-46,-48,10
CA,Canada,Quebec,,,CA-QC,,2020-07-22,-5,3,201,-47,-47,11
CA,Canada,Quebec,,,CA-QC,,2020-07-23,-6,4,221,-46,-46,11
CA,Canada,Quebec,,,CA-QC,,2020-07-24,-17,-1,226,-42,-45,9
CA,Canada,Quebec,,,CA-QC,,2020-07-25,-20,-6,255,-25,-5,1
CA,Canada,Quebec,,,CA-QC,,2020-07-26,-11,-6,171,-33,-2,-1
CA,Canada,Quebec,,,CA-QC,,2020-07-27,-2,1,161,-51,-51,12
CA,Canada,Quebec,,,CA-QC,,2020-07-28,-3,6,239,-48,-49,11
CA,Canada,Quebec,,,CA-QC,,2020-07-29,-6,2,181,-48,-50,12
CA,Canada,Quebec,,,CA-QC,,2020-07-30,-6,5,192,-48,-49,12
CA,Canada,Quebec,,,CA-QC,,2020-07-31,-14,1,195,-42,-48,10
CA,Canada,Quebec,,,CA-QC,,2020-08-01,-18,-5,267,-20,-5,0
CA,Canada,Quebec,,,CA-QC,,2020-08-02,-13,-8,97,-37,-5,1
CA,Canada,Quebec,,,CA-QC,,2020-08-03,3,4,218,-46,-46,9
CA,Canada,Quebec,,,CA-QC,,2020-08-04,-10,-8,53,-54,-46,13
CA,Canada,Quebec,,,CA-QC,,2020-08-05,-2,4,165,-45,-44,11
CA,Canada,Quebec,,,CA-QC,,2020-08-06,-4,3,248,-43,-43,9
CA,Canada,Quebec,,,CA-QC,,2020-08-07,-14,-4,216,-41,-42,8
CA,Canada,Quebec,,,CA-QC,,2020-08-08,-17,-6,268,-23,-4,0
CA,Canada,Quebec,,,CA-QC,,2020-08-09,-8,-4,182,-30,-1,-1
CA,Canada,Quebec,,,CA-QC,,2020-08-10,-1,1,234,-46,-43,8
CA,Canada,Quebec,,,CA-QC,,2020-08-11,-6,-1,154,-49,-43,10
CA,Canada,Quebec,,,CA-QC,,2020-08-12,-3,3,228,-45,-42,9
CA,Canada,Quebec,,,CA-QC,,2020-08-13,-4,2,232,-44,-42,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-15,2,-1,-6,3,-2,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-16,5,-2,40,0,-3,-1
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-17,-11,-13,9,-29,-68,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-18,-2,-1,-12,-4,-18,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-19,-1,-2,-6,-6,-15,3
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-20,13,14,25,-2,-15,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-21,2,3,7,-3,-14,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-22,2,3,15,-3,2,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-23,6,4,39,-1,3,-1
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-24,1,1,12,-2,1,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-25,1,3,12,0,2,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-26,6,5,10,-1,3,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-27,10,12,22,0,2,-1
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-28,8,8,10,4,3,-2
CA,Canada,Saskatchewan,,,CA-SK,,2020-02-29,11,10,13,3,5,-1
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-01,1,4,1,0,2,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-02,4,8,0,1,2,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-03,4,5,10,2,3,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-04,4,6,6,-1,3,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-05,7,9,8,2,3,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-06,7,8,9,2,3,-2
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-07,3,4,-17,-7,2,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-08,0,1,-5,-2,3,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-09,7,5,12,-4,-1,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-10,6,6,18,3,3,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-11,8,11,17,0,3,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-12,10,30,1,-3,2,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-13,1,32,-18,-7,-1,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-14,-7,24,-33,-13,-1,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-15,-14,8,-8,-17,-4,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-16,-5,34,-10,-23,-8,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-17,-17,20,4,-24,-18,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-18,-24,20,1,-31,-23,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-19,-29,13,7,-37,-29,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-20,-37,7,-8,-39,-36,15
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-21,-51,-9,0,-37,-27,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-22,-53,-22,39,-46,-31,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-23,-47,-13,25,-50,-44,16
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-24,-54,-22,-15,-50,-47,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-25,-52,-17,-9,-53,-48,19
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-26,-50,-13,13,-54,-49,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-27,-50,-13,6,-51,-49,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-28,-54,-18,11,-49,-36,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-29,-53,-24,45,-52,-37,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-30,-45,-16,10,-55,-49,17
CA,Canada,Saskatchewan,,,CA-SK,,2020-03-31,-49,-20,-23,-55,-50,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-01,-51,-21,-30,-57,-50,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-02,-50,-16,-23,-58,-50,21
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-03,-47,-11,-24,-56,-49,21
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-04,-57,-24,-45,-59,-39,16
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-05,-55,-29,-14,-59,-39,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-06,-50,-21,-15,-60,-50,19
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-07,-45,-12,10,-53,-50,19
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-08,-47,-11,-24,-57,-50,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-09,-30,19,14,-53,-51,18
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-10,-57,-28,-3,-65,-77,28
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-11,-50,-11,-33,-58,-40,15
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-12,-62,-43,-13,-63,-42,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-13,-50,-24,-12,-61,-57,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-14,-44,-12,23,-53,-49,19
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-15,-39,-6,11,-55,-49,19
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-16,-39,-7,17,-53,-49,19
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-17,-43,-12,4,-53,-48,20
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-18,-46,-14,-19,-52,-33,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-19,-43,-21,43,-54,-34,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-20,-35,-12,40,-54,-47,16
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-21,-35,-8,87,-48,-47,16
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-22,-37,-9,37,-53,-46,17
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-23,-34,-5,57,-53,-46,17
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-24,-41,-12,4,-53,-46,18
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-25,-39,-9,46,-44,-29,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-26,-41,-19,6,-54,-32,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-27,-31,-6,62,-50,-45,15
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-28,-31,-3,58,-48,-45,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-29,-29,1,81,-46,-44,15
CA,Canada,Saskatchewan,,,CA-SK,,2020-04-30,-27,3,89,-47,-45,15
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-01,-35,-7,13,-50,-44,17
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-02,-36,-7,44,-43,-27,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-03,-33,-10,65,-49,-26,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-04,-27,-4,58,-48,-43,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-05,-28,-2,91,-46,-43,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-06,-28,1,104,-46,-42,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-07,-26,4,102,-45,-43,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-08,-35,-5,9,-50,-43,16
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-09,-36,4,-8,-45,-25,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-10,-23,1,76,-41,-20,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-11,-28,-7,65,-49,-41,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-12,-29,-5,72,-45,-41,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-13,-27,4,75,-44,-40,14
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-14,-22,8,128,-39,-41,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-15,-27,5,100,-38,-42,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-16,-32,-1,121,-28,-23,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-17,-28,-5,163,-36,-22,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-18,-32,-12,155,-56,-75,16
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-19,-16,10,124,-36,-40,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-20,-14,15,50,-43,-39,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-21,-12,20,80,-38,-39,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-22,-21,8,83,-36,-37,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-23,-24,6,68,-27,-14,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-24,-19,3,197,-24,-16,3
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-25,-13,11,151,-38,-39,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-26,-19,5,75,-40,-36,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-27,-17,11,63,-38,-36,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-28,-12,20,122,-34,-36,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-29,-19,13,108,-34,-35,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-30,-23,10,139,-23,-9,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-05-31,-21,4,138,-34,-11,3
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-01,-11,15,121,-38,-35,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-02,-14,13,152,-33,-34,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-03,-17,14,86,-41,-34,12
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-04,-16,14,114,-34,-34,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-05,-21,5,143,-35,-34,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-06,-30,-2,18,-40,-13,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-07,-25,-3,82,-42,-13,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-08,-9,7,97,-41,-32,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-09,-10,4,130,-37,-31,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-10,-5,13,146,-36,-31,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-11,-3,15,184,-36,-32,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-12,-11,9,173,-35,-32,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-13,-19,2,157,-28,-6,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-14,-16,-4,151,-36,-8,2
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-15,-2,9,161,-39,-32,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-16,-7,7,145,-38,-31,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-17,-7,9,81,-43,-32,11
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-18,-4,13,101,-41,-32,10
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-19,-9,10,111,-36,-31,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-20,-13,10,158,-23,-3,2
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-21,-7,5,287,-30,-2,-2
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-22,-2,10,232,-36,-34,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-23,-4,9,,-32,-32,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-24,-3,14,182,-33,-30,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-25,0,18,224,-33,-31,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-26,-8,12,201,-32,-31,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-27,-15,5,192,-26,-6,2
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-28,-11,-2,214,-28,-5,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-29,4,13,167,-37,-34,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-06-30,7,23,144,-38,-34,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-01,-11,6,401,-46,-66,13
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-02,-1,18,273,-36,-38,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-03,-8,14,293,-33,-38,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-04,-17,4,295,-28,-7,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-05,-6,3,344,-24,-7,-3
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-06,4,14,274,-32,-34,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-07,-1,10,227,-34,-33,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-08,3,18,141,-38,-32,8
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-09,4,21,223,-34,-32,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-10,-9,8,170,-33,-32,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-11,-13,7,308,-26,-4,0
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-12,-5,2,313,-27,-6,-2
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-13,1,9,181,-38,-34,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-14,-2,8,176,-36,-33,7
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-15,1,16,233,-35,-31,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-16,2,19,285,-34,-32,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-17,-9,9,225,-34,-32,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-18,-14,5,210,-27,-5,2
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-19,-4,4,326,-28,-5,-2
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-20,4,14,213,-38,-34,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-21,1,13,,-34,-33,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-22,0,16,270,-33,-30,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-23,-1,15,241,-39,-32,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-24,-10,10,238,-35,-31,4
